Observacion ; prestacion ; encontro ; total ; % score
vehículo mal estacionado lugar reservado obleo discapacidad;reparación veredo obra mal terminado;1;5;20
vehículo mal estacionado lugar reservado obleo discapacidad;remoción volquete abandonado mal dispuesto;1;5;20
vehículo mal estacionado lugar reservado obleo discapacidad;irregularidad reserva espacio estacionamiento vehículo persona discapacidad;2;7;29
vehículo mal estacionado lugar reservado obleo discapacidad;columna/poste/cable mal abandonado cortado;1;4;25
vehículo mal estacionado lugar reservado obleo discapacidad;refugio transporte mal abandonado;1;4;25
vehículo mal estacionado lugar reservado obleo discapacidad;taxi tarifa mal cobrado;1;4;25
vehículo mal estacionado lugar reservado obleo discapacidad;faltar rampa acceso persona discapacidad motriz establecimiento comercial;1;8;12
vehículo mal estacionado lugar reservado obleo discapacidad;intoxicaciónfermedad alimento bebida mal;1;4;25
vehículo mal estacionado lugar reservado obleo discapacidad;irregularidad uso certificado discapacidad estacionamiento;1;5;20
vehículo mal estacionado lugar reservado obleo discapacidad;faltar rampa acceso persona discapacidad motriz local comercial;1;8;12
vehículo mal estacionado lugar reservado obleo discapacidad;buzón eléctrico mal abandonado;1;4;25
vehículo mal estacionado lugar reservado obleo discapacidad;vehículo obstruir garaje;1;3;33
auto mal estacionado lugar obleo discapacidad;vehículo mal estacionado;2;3;67
auto mal estacionado lugar obleo discapacidad;reparación veredo obra mal terminado;1;5;20
auto mal estacionado lugar obleo discapacidad;remoción volquete abandonado mal dispuesto;1;5;20
auto mal estacionado lugar obleo discapacidad;irregularidad reserva espacio estacionamiento vehículo persona discapacidad;1;7;14
auto mal estacionado lugar obleo discapacidad;columna/poste/cable mal abandonado cortado;1;4;25
auto mal estacionado lugar obleo discapacidad;refugio transporte mal abandonado;1;4;25
auto mal estacionado lugar obleo discapacidad;taxi tarifa mal cobrado;1;4;25
auto mal estacionado lugar obleo discapacidad;faltar rampa acceso persona discapacidad motriz establecimiento comercial;1;8;12
auto mal estacionado lugar obleo discapacidad;intoxicaciónfermedad alimento bebida mal;1;4;25
auto mal estacionado lugar obleo discapacidad;irregularidad uso certificado discapacidad estacionamiento;1;5;20
auto mal estacionado lugar obleo discapacidad;faltar rampa acceso persona discapacidad motriz local comercial;1;8;12
auto mal estacionado lugar obleo discapacidad;buzón eléctrico mal abandonado;1;4;25
vehículo mal estacionado ocupar mitad lugar reservado discapacidad;vehículo mal estacionado;3;3;100
vehículo mal estacionado ocupar mitad lugar reservado discapacidad;remoción vehículo abandonado;1;3;33
vehículo mal estacionado ocupar mitad lugar reservado discapacidad;reparación veredo obra mal terminado;1;5;20
vehículo mal estacionado ocupar mitad lugar reservado discapacidad;remoción volquete abandonado mal dispuesto;1;5;20
vehículo mal estacionado ocupar mitad lugar reservado discapacidad;irregularidad reserva espacio estacionamiento vehículo persona discapacidad;2;7;29
vehículo mal estacionado ocupar mitad lugar reservado discapacidad;columna/poste/cable mal abandonado cortado;1;4;25
vehículo mal estacionado ocupar mitad lugar reservado discapacidad;refugio transporte mal abandonado;1;4;25
vehículo mal estacionado ocupar mitad lugar reservado discapacidad;taxi tarifa mal cobrado;1;4;25
vehículo mal estacionado ocupar mitad lugar reservado discapacidad;faltar rampa acceso persona discapacidad motriz establecimiento comercial;1;8;12
vehículo mal estacionado ocupar mitad lugar reservado discapacidad;intoxicaciónfermedad alimento bebida mal;1;4;25
vehículo mal estacionado ocupar mitad lugar reservado discapacidad;irregularidad uso certificado discapacidad estacionamiento;1;5;20
